epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),recall,mAP50,mAP50-95,val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,43615.9,1.14322,0.75874,1.16121,0.70344,0.71436,0.74612,0.43304,1.5294,1.11387,1.46427,0.001307,0.001307,0.001307
177,43857,1.12745,0.7729,1.16264,0.74779,0.64626,0.72455,0.41912,1.53847,1.22256,1.47826,0.00130304,0.00130304,0.00130304
178,44096.5,1.14177,0.77243,1.16155,0.76824,0.65635,0.73759,0.43203,1.50675,1.17916,1.44493,0.00129908,0.00129908,0.00129908
179,44335.9,1.14411,0.7734,1.18127,0.7069,0.71215,0.73472,0.4364,1.49333,1.12959,1.45066,0.00129512,0.00129512,0.00129512
180,44576.9,1.11839,0.74542,1.15524,0.73022,0.66204,0.72181,0.42119,1.54976,1.18117,1.48759,0.00129116,0.00129116,0.00129116
181,44820.2,1.12406,0.77832,1.16419,0.7023,0.7144,0.74413,0.44288,1.51234,1.13645,1.45924,0.0012872,0.0012872,0.0012872
182,45059.3,1.13834,0.77509,1.17158,0.71317,0.64892,0.70853,0.41293,1.58588,1.17875,1.5235,0.00128324,0.00128324,0.00128324
183,45298.6,1.12277,0.76609,1.15507,0.68352,0.68279,0.72358,0.42164,1.55875,1.1468,1.50335,0.00127928,0.00127928,0.00127928
184,45541.4,1.13956,0.77657,1.17084,0.76979,0.64542,0.75234,0.44249,1.50469,1.08832,1.46551,0.00127532,0.00127532,0.00127532
185,45782,1.1333,0.78641,1.17537,0.73042,0.6627,0.72764,0.42134,1.54162,1.19532,1.48047,0.00127136,0.00127136,0.00127136
186,46024.1,1.13793,0.76614,1.16024,0.70589,0.71547,0.74774,0.44159,1.51331,1.13086,1.44685,0.0012674,0.0012674,0.0012674
187,46266.8,1.13684,0.76338,1.16689,0.74905,0.63561,0.72303,0.41505,1.57011,1.14034,1.51017,0.00126344,0.00126344,0.00126344
188,46508,1.14728,0.79148,1.16726,0.76385,0.64226,0.73148,0.41743,1.5786,1.11932,1.50877,0.00125948,0.00125948,0.00125948
189,46747.7,1.10438,0.75281,1.14991,0.71106,0.68719,0.73514,0.42588,1.54165,1.15424,1.46481,0.00125552,0.00125552,0.00125552
190,46989.3,1.11579,0.74875,1.15398,0.68223,0.6966,0.7143,0.41502,1.53219,1.15533,1.48044,0.00125156,0.00125156,0.00125156
191,47227.5,1.12012,0.7569,1.15911,0.69122,0.68163,0.71998,0.42631,1.52424,1.15588,1.44657,0.0012476,0.0012476,0.0012476
192,47453.3,1.12243,0.76487,1.15137,0.75278,0.66556,0.73307,0.42405,1.59015,1.14244,1.51911,0.00124364,0.00124364,0.00124364
193,47686.1,1.09579,0.74165,1.14207,0.7579,0.65724,0.73957,0.43233,1.5274,1.15879,1.46552,0.00123968,0.00123968,0.00123968
194,47926.4,1.0911,0.74105,1.14285,0.73256,0.6406,0.71628,0.42854,1.52272,1.1534,1.45947,0.00123572,0.00123572,0.00123572
195,48161,1.11859,0.75931,1.15468,0.72251,0.65724,0.72353,0.41987,1.55431,1.12629,1.48604,0.00123176,0.00123176,0.00123176
196,48387.9,1.1375,0.76859,1.16746,0.74469,0.64559,0.73144,0.42712,1.55468,1.18912,1.49984,0.0012278,0.0012278,0.0012278
197,48611.8,1.12212,0.7664,1.15462,0.71736,0.67055,0.73291,0.42759,1.52071,1.1709,1.4895,0.00122384,0.00122384,0.00122384
198,48837.9,1.11384,0.75174,1.15093,0.7272,0.64758,0.72696,0.42753,1.54324,1.17332,1.4777,0.00121988,0.00121988,0.00121988
199,49062.1,1.11357,0.75364,1.14453,0.73456,0.65225,0.7297,0.43417,1.54394,1.18532,1.49617,0.00121592,0.00121592,0.00121592
200,49290,1.10666,0.75568,1.14973,0.68773,0.6816,0.71818,0.42254,1.53828,1.2082,1.47749,0.00121196,0.00121196,0.00121196
201,49514.7,1.10799,0.76027,1.1586,0.67511,0.69717,0.73177,0.43,1.52082,1.16477,1.48662,0.001208,0.001208,0.001208
202,49738.6,1.12015,0.75034,1.14783,0.69687,0.68885,0.72996,0.42435,1.55899,1.09177,1.47963,0.00120404,0.00120404,0.00120404
203,49963.7,1.11919,0.75697,1.15095,0.6944,0.67887,0.70376,0.40948,1.5717,1.21116,1.5039,0.00120008,0.00120008,0.00120008
204,50186.5,1.10704,0.74673,1.14755,0.79409,0.61601,0.73043,0.43029,1.5228,1.18889,1.45285,0.00119612,0.00119612,0.00119612
205,50413.8,1.0988,0.74405,1.1467,0.70253,0.67887,0.73072,0.42918,1.56836,1.1895,1.48654,0.00119216,0.00119216,0.00119216
206,50639.7,1.08012,0.72729,1.12739,0.71379,0.65724,0.72915,0.42797,1.55275,1.18753,1.4818,0.0011882,0.0011882,0.0011882
207,50863.6,1.09605,0.73256,1.1285,0.69688,0.69052,0.73578,0.42779,1.52598,1.15155,1.45862,0.00118424,0.00118424,0.00118424
208,51088.3,1.10894,0.72783,1.15007,0.68937,0.70161,0.74295,0.43884,1.55515,1.15242,1.48371,0.00118028,0.00118028,0.00118028
209,51313.6,1.09265,0.71986,1.14118,0.70783,0.68386,0.73623,0.43433,1.53756,1.12786,1.48131,0.00117632,0.00117632,0.00117632
210,51538.4,1.09516,0.7214,1.13081,0.70545,0.6589,0.72219,0.42435,1.56387,1.17694,1.49569,0.00117236,0.00117236,0.00117236
211,51763.5,1.0726,0.72131,1.13016,0.71283,0.66389,0.72845,0.4245,1.55,1.16911,1.49174,0.0011684,0.0011684,0.0011684
212,51988.8,1.07808,0.72693,1.12992,0.67781,0.7005,0.74152,0.44366,1.539,1.17395,1.48919,0.00116444,0.00116444,0.00116444
213,52211.9,1.08386,0.72184,1.13432,0.73248,0.66889,0.72839,0.43314,1.56573,1.17678,1.50984,0.00116048,0.00116048,0.00116048
